symbol,companyName,growthRevenue,growthNetIncome,growthEBITDA,growthEPS,growthEPSDiluted,revenue,netIncome,ebitda,marketCap,peRatio,eps,returnOnEquityTTM,freeCashFlowToEquityTTM,workingCapitalTTM,netDebtToEBITDATTM
SLB,Slb N.V.,0.0951863588350686,0.0613847251962883,0.0695917285259809,0.0644067796610169,0.0687285223367696,36289000000,4461000000,8069000000,53527283842,13.94,2.57,0.1659288258657774,-5151000000,5431000000,1.271254500138466
STWD,"Starwood Property Trust, Inc.",0.915294272739436,0.0610825646422749,32.201666574488875,0.05607476635514,0.0467289719626168,1946843000,359933000,1800958000,6843465554,17.26,1.08,0.0569944124530778,920300000,927160000,-0.239829742944325
ZTS,Zoetis Inc.,0.0833333333333333,0.0605802047781569,0.0507462686567164,0.076771653543307,0.078895463510848,9256000000,2486000000,3872000000,64678195904,25.12,5.81,0.5320839274801386,-3137000000,2557000000,1.3263992075284794
GEN,Gen Digital Inc.,0.0355263157894736,0.0593080724876441,0.2654590880699563,0.0947368421052632,0.0842105263157895,3935000000,643000000,2026000000,16763957256,28.35,0.96,0.2688280986153326,-6694000000,-1430000000,3.885507246376811
OGE,OGE Energy Corp.,0.1162921138241782,0.0592610364683301,0.0945878434637801,0.0576923076923077,0.0579710144927536,2985300000,441500000,1314600000,9338692735,19.08,2.43,0.1060123335457324,-6133900000,-281400000,4.206129722024234
LIN,Linde plc,0.0045960918000852,0.0590417809324084,0.0511714936544093,0.0795275590551182,0.0818109610802223,33005000000,6565000000,12921000000,209133651272,31.68,14.08,0.1746027618131225,-16065000000,-1087000000,1.6413482447965206
WMK,"Weis Markets, Inc.",0.0201790523637679,0.0588762183611357,-0.0001384229554115,0.0595854922279792,0.0595854922279792,4791730000,109941000,245590000,1664816486,16.74,4.02,0.0760155230821628,-121021000,330714000,0.4851567824725004
UNP,Union Pacific Corporation,0.005431402628633,0.057689292992632,0.0477867203219315,0.0601719197707735,0.061244019138756,24250000000,6747000000,12498000000,128476497364,18.4,11.77,0.5637718196359408,6259523000,-1477000,0.000116869757873
FIZZ,National Beverage Corp.,0.0081061077759894,0.0570864359595319,0.0736955893258921,0.0582010582010582,0.0529100529100529,1201354000,186821000,256260000,3357222022,18.11,1.98,0.4350007491899383,352541000,329247000,-0.706621372187095
ACN,Accenture plc,0.073602053264412,0.0569384897313575,0.1941857586116427,0.062229904926534,0.0620629370629371,69672977000,7678433000,12940542000,154754543672,20.4,12.14,0.2555501327896304,14170223000,8548592000,-0.2717303221679902
NVR,"NVR, Inc.",0.1057885414292709,0.0567456495337114,0.0956068055766032,0.1004231770833333,0.0936306144913772,10543571000,1681928000,2161664000,21325254216,16.35,454.62,0.5177189756362246,1209035000,-361209000,0
TMO,Thermo Fisher Scientific Inc.,0.0005133350444501,0.0567139282735613,0.0540419830281375,0.0676110753380553,0.0699029126213593,42879000000,6335000000,11800000000,216182939273,33.04,17.33,0.1310664359205821,-27587000000,7407000000,3.028217109992811
EXC,Exelon Corporation,0.0598794127122934,0.056701030927835,0.0299861408592667,0.0470085470085471,0.0470085470085471,23028000000,2460000000,8175000000,48514739667,18.26,2.63,0.0975636664521467,-49884000000,-480000000,5.579130434782608
PNC,"The PNC Financial Services Group, Inc.",0.0562051346352778,0.0557547508067407,0.0788149000431468,0.0749999999999999,0.0742767787333855,33694000000,5889000000,7501000000,73421377080,12.05,15.47,0.1147796875480923,-17415000000,-325581000000,2.8226310726310726
PEP,"PepsiCo, Inc.",0.0041871194148965,0.0555433105576372,0.0587787228640345,0.0591805766312595,0.0594512195121952,91854000000,9578000000,16680000000,207226804387,28.81,5.26,0.3891912279756452,-33436000000,-2777000000,3.0913892908827787
MZTI,The Marzetti Company,0.0199614373431622,0.0550648433608846,0.0646126167480463,0.0537261698440208,0.0538194444444445,1909122000,167347000,287587000,4585512360,27.48,6.06,0.1707770136243925,353134000,257337000,-0.3683163703505374
NDAQ,"Nasdaq, Inc.",0.2203166226912928,0.0547686496694995,0.2324649298597194,-0.0761904761904762,-0.0721153846153846,7400000000,1117000000,2460000000,50746429800,31.59,2.8,0.1395718365506431,-6757000000,-108000000,2.970479704797048
CTSH,Cognizant Technology Solutions Corporation,0.0197902134036066,0.0536218250235183,0.051986853899014,0.0736342042755343,0.0712589073634203,19736000000,2240000000,3521000000,33142548285,13.76,4.93,0.1650210848984707,2655000000,4450000000,-0.0979774100341476
IBP,"Installed Building Products, Inc.",0.0585546678183257,0.0529339351661879,0.0443727309398951,0.0578034682080924,0.056910569105691,2941300000,256600000,517800000,7284762099,29.83,8.99,0.3638746314295075,-401300000,660800000,1.3256450351837372
TOWN,TowneBank,0.0868707230385655,0.0523176007546433,0.0231486311778448,0.0485436893203883,0.0436893203883494,1024430000,161757000,225548000,2542754474,14.59,2.31,0.0751402311189526,75261000,0,0.1033776456885818
CMCSA,Comcast Corporation,0.0177590234593491,0.0522485053288276,-0.0332382200971697,0.1179624664879356,0.1159029649595686,123731000000,16192000000,37608000000,107831275079,4.86,6.03,0.2582019767602438,-73090000000,-2756000000,1.9331691504588704
PKG,Packaging Corporation of America,0.0744514508356403,0.0521432305279665,0.0292095135953567,0.0528169014084508,0.0530660377358489,8383300000,805100000,1631400000,18430354122,20.69,9.9,0.3001084336672491,-1395800000,2393600000,1.1182421227197346
AVA,Avista Corporation,0.1064460473385348,0.0515247108307045,0.1094217922137756,0.0178571428571426,0.0178571428571426,1938000000,180000000,602000000,3177108078,17.49,2.24,0.068624023920666,-3245788000,-1000000,5.097545626179987
IDXX,"IDEXX Laboratories, Inc.",0.0646145962540355,0.0506779544685352,0.0477758661043883,0.0589970501474925,0.0606361829025844,3897504000,887867000,1275840000,51271008150,53.23,12.04,0.6441978187992661,-288340000,138477000,0.7652030931217988
DUK,Duke Energy Corporation,0.0446317962835512,0.0498137802607076,0.081644428416877,0.0515653775322284,0.0515653775322284,30357000000,4510000000,14997000000,99046028362,20.85,6.11,0.0963245875680332,-85681000000,-6260000000,5.6346485898829695
AME,"AMETEK, Inc.",0.0521801741713973,0.0479261156818368,0.0649532071340178,0.043859649122807,0.0458553791887124,6941180000,1376124000,2157428000,43220724074,30.14,6.21,0.145346045011209,361189000,1183402000,0.6242734122712594
ESNT,Essent Group Ltd.,0.1202977671881423,0.047411923846832,0.0453932264612708,0.0548780487804878,0.0538461538461537,1267152000,729403000,896593000,6047016667,8.95,6.86,0.1266516237887952,462309000,-352900000,0.4562409321726514
BBSI,"Barrett Business Services, Inc.",0.070348365810754,0.0470441792460286,0.0259755585859645,0.0797872340425531,0.0702702702702702,1144531000,52993000,78245000,1078961646,20.79,2.02,0.2459524315092733,80338000,92783000,-1.142928224903595
AMAT,"Applied Materials, Inc.",0.0248519817475581,0.0468203033838973,0.0396168401135288,0.0637254901960783,0.0616522811344019,27176000000,7177000000,8791000000,182241314025,27.3,8.38,0.3591489138005809,4482000000,11835000000,0.14871131241238
MTDR,Matador Resources Company,0.234714675962452,0.0463883773759742,0.2461574095090315,0.0084507042253521,0.0127659574468084,3478958000,885322000,2415721000,4893859140,6.3,6.24,0.1470592069425178,168387000,-340350000,0.949521757457671
SLM,SLM Corporation,0.0346647252434774,0.0463268265246624,0.0253496075276313,0.1188524590163934,0.1120331950207468,2987314000,608325000,816288000,5758255716,13.41,2.06,0.2669901599224151,3209763000,5634525000,-2.962614718063931
CNXN,"PC Connection, Inc.",-0.0170228201066145,0.0459223499177384,-0.0653764495910271,0.0441640378548896,0.0444444444444444,2802118000,87095000,110494000,1591890488,19.06,3.29,0.0964105959782608,206499000,770791000,-1.6234608706382154
GLOB,Globant S.A.,0.1525569207882481,0.0453771335578851,0.1205828336246764,0.0268817204301074,0.0219780219780219,2415689000,165732000,405140000,2633530664,24.4,2.45,0.055928484953465,-123975000,395320000,1.485472086773202
ALC,Alcon Inc.,0.0482284505552617,0.0451745379876796,0.1935771632471008,0.0404040404040404,0.0459183673469387,9911000000,1018000000,2676000000,37613952000,35.22,2.16,0.0492999000677701,-2409238549,3882000000,2.2213872832369943
ECG,"Everus Construction Group, Inc.",-0.0016483381738304,0.0451140421190701,0.0604654300818767,0.0446096654275093,0.0446096654275093,2849685000,143421000,220054000,4788220341,28.89,3.25,0.3582770924760189,-149588000,474712000,1.0908121710023475
KMX,"CarMax, Inc.",-0.0068819612873661,0.0445572240632382,0.0277593239674254,0.0627062706270628,0.0629139072847682,26353420000,500556000,1072102000,6746573266,12.98,3.41,0.0835656724747208,-16541872000,3289982000,13.46646967547264
CAT,Caterpillar Inc.,-0.0335669549657023,0.0442186744073536,0.0212034383954154,0.0953557312252966,0.095924453280318,64809000000,10792000000,16038000000,244887987420,26.64,19.62,0.4992065171392298,-27011000000,11821000000,2.455898720089037
SGI,Somnigroup International Inc,0.0011166605757907,0.0440097799511002,0.0877857432706614,0.0327102803738316,0.0384615384615384,4930900000,384300000,804200000,17399723490,56.78,1.46,0.1597304027556178,-6165700000,-294500000,9.340764331210192
TPX,"Tempur Sealy International, Inc.",0.0011166605757907,0.0440097799511002,0.0727715406465575,0.0327102803738316,0.0384615384615384,4930900000,384300000,793100000,13678805930,30.050228310502284,2.19,0.1597304027556178,-6165700000,-294500000,9.340764331210192
GWW,"W.W. Grainger, Inc.",0.0418740138366306,0.0437397484964461,0.0324189526184538,0.0652114597544338,0.060257463708573,17168000000,1909000000,2898000000,46321223412,24.58,39.4,0.5485551195148055,-716000000,3648000000,0.7266530334014997
JHG,Janus Henderson Group plc,0.17670568084499,0.0431122448979591,0.1631709918236757,0.0843881856540083,0.080168776371308,2473200000,408900000,654400000,6493385288,15.65,2.66,0.0898330479452054,1120100000,2296900000,-0.7396907216494846
BKH,Black Hills Corporation,-0.0873332475442885,0.0415713196033562,0.0635157096424702,0,0,2127700000,273100000,785300000,4820189348,16.71,3.96,0.0799758075292032,-4098100000,-345500000,5.393258426966292
AFG,"American Financial Group, Inc.",0.0711697722567287,0.0410798122065727,0.0440097799511002,0.0506958250497017,0.0517412935323382,8278000000,887000000,1281000000,11026418013,14.51,9.11,0.1690078531135936,1404000000,2145000000,0.1865470852017937
A,"Agilent Technologies, Inc.",-0.0472705985657836,0.039516129032258,0.100411039342337,0.0521327014218011,0.0572792362768494,6510000000,1289000000,1874000000,41970088510,34.67,4.27,0.1997462240595964,-472000000,2361000000,1.0428491930996104
SPG,"Simon Property Group, Inc.",0.0538912949588926,0.0384429067865724,0.0267676858618688,0.0416068866571018,0.0401146131805156,5963798000,2370896000,5017941000,58143671443,27.53,6.47,0.7899669757986824,-21543394000,-1368415000,5.167128311234886
TNL,Travel + Leisure Co.,0.0304,0.0378787878787878,0.0341981132075471,0.0131578947368419,0.0132575757575756,3864000000,411000000,877000000,4193575176,10.79,6.04,-0.4756944444444444,-2455000000,310000000,3.857974388824214
OZK,Bank OZK,0.23248895243393,0.0371650720993423,0.096399353247995,0.0458404074702887,0.0459965928449743,2773990000,716456000,1020534000,5188379680,7.43,6.16,0.1225541323289425,3149494000,0,-3.35199776036964
AUB,Atlantic Union Bankshares Corporation,0.2880304440620017,0.0362356182302867,0.0507265211369406,-0.0948616600790513,-0.1146245059288536,1346413000,209131000,295106000,4858199990,19.15,1.78,0.054617947539065,2469467000,4610013000,1.561689858796422
AGM,Federal Agricultural Mortgage Corporation,0.1474121816822108,0.0359494607580886,0.0197628614663711,0.0394736842105262,0.040506329113924,1624824000,207193000,258103000,1779861490,9.62,16.98,0.1400555990768141,-29758230000,-7652836000,72.1998487800062
AON,Aon plc,0.1735944976076555,0.0351014040561622,0.2627270401637247,-0.0039682539682538,-0.0015987210231814,15698000000,2654000000,4936000000,72823570605,28.43,11.88,0.3826253123621931,-14258000000,748000000,3.3825847123719464
KWR,Quaker Chemical Corporation,-0.0581714246513487,0.0345549366729343,-0.3288453186076813,0.0462519936204146,0.0463258785942492,1839686000,116644000,194706000,2326356345,-311.02,-0.43,-0.0051568922595959,-605375000,594048000,5.387053457242732
YETI,"YETI Holdings, Inc.",0.1031884358535804,0.0341642876063219,0.0738542817629023,0.0561224489795917,0.0567010309278349,1829873000,175689000,293508000,2891582339,17.03,2.09,0.2303455026547878,357185000,499208000,-0.3232951057536692
ACT,"Enact Holdings, Inc.",0.0442087361725807,0.0338942556922425,0.0286060289403304,0.0628019323671499,0.0632603406326033,1204689000,688068000,929218000,5409030719,8.32,4.41,0.1329074100868147,569722000,6509785000,0.1177014796155753
HTH,Hilltop Holdings Inc.,0.0249570205337102,0.0325319665104062,0.0323320434491463,0.029585798816568,0.029585798816568,1541151000,113213000,174205000,2135129613,15.27,2.22,0.0727029857257623,853905000,596304000,-1.981520079654829
SNA,Snap-on Incorporated,0.0000195759841826,0.0324399169221639,0.0294476035743298,0.0387231815803245,0.0399786780383795,5108400000,1043900000,1520700000,17975923452,18.04,19.07,0.1807264334904273,1288500000,3388500000,-0.1770150665495574
RJF,"Raymond James Financial, Inc.",0.0794383013364086,0.0323984526112185,0.6162296243798724,0.0593561368209255,0.0618556701030929,15912000000,2135000000,4561000000,32387936960,15.77,10.3,0.2346540638566796,1494000000,0,0
ALKS,Alkermes plc,-0.0635882421899657,0.0317997959281194,-0.0473879548315809,0.0373831775700934,0.0333333333333332,1557632000,367070000,494861000,4919323774,14.4,2.07,0.2365051542018411,928363000,1129326000,-0.9963745659808998
WFC,Wells Fargo & Company,0.08719438182764,0.0302998641730226,0.108037409968825,0.1127049180327868,0.1118012422360248,125397000000,19722000000,30922000000,276809250400,14.24,6.07,0.1165770441883802,-243240000000,-1204486000000,7.754894491006063
AAL,American Airlines Group Inc.,0.0269568841403349,0.0291970802919708,-0.0361399461745482,0.0238095238095238,0.0877192982456141,54211000000,846000000,5014000000,9092443620,15.84,0.87,-0.1475761475761475,-32198000000,-11388000000,11.148417721518989
HCSG,"Healthcare Services Group, Inc.",0.0265007128801254,0.028265513468452,-0.0165930968462479,0.0384615384615384,0.0192307692307692,1715682000,39471000,73964000,1338911285,34.24,0.54,0.075917044365187,209047000,384989000,-1.636672114345863
CB,Chubb Limited,0.120020744818782,0.027027027027027,0.1913779977160258,0.0441511151570324,0.0412844036697247,56150000000,9272000000,12519000000,112406658600,11.78,23.94,0.1447754673175593,14000000000,0,0
AEE,Ameren Corporation,0.0164,0.0260416666666666,0.0387551379917792,0.0114155251141552,0.0091324200913242,7623000000,1182000000,3538000000,28198346249,22.92,4.55,0.1012376237623762,-21593000000,-613000000,5.379849137931035
OTTR,Otter Tail Corporation,-0.013799636219709,0.0253950664704222,0.0334749158518993,0.0226628895184136,0.0242857142857142,1330548000,301662000,515828000,3291678596,11.57,6.79,0.1684843191137374,-656284000,470930000,1.4866148061085598
PBH,Prestige Consumer Healthcare Inc.,0.0110231686478157,0.0251553699979459,-0.0317391536938961,0.0261282660332542,0.0287769784172662,1137762000,214605000,361994000,3062597861,14.61,4.26,0.118161483144266,-635380000,370850000,2.51171288417259
DXPE,"DXP Enterprises, Inc.",0.0735374717026093,0.0243707492879148,0.076003234431348,0.0882352941176471,0.0848329048843186,1802040000,70489000,182304000,1915933775,23.34,5.23,0.1993662491721363,-538005000,438212000,2.826083971973385
ADBE,Adobe Inc.,0.1079911381317945,0.0243183492999263,0.0222250770811921,0.047138047138047,0.0448013524936601,21505000000,5560000000,7957000000,147984535742,22.04,16.04,0.5519457336665476,7945000000,173000000,0.1730125523012552
HOMB,"Home Bancshares, Inc.",0.094721001470933,0.023698937976072,0.0160792318519118,0.036082474226804,0.036082474226804,1452004000,402241000,551540000,5394052230,11.9,2.3,0.1123120537099803,-617968000,18320271000,1.133429256752101
HUBB,Hubbell Incorporated,0.0475720746710342,0.0236904448539089,0.1038727878943318,0.0226308345120226,0.0235042735042735,5628500000,777800000,1291200000,23083488510,28.24,15.38,0.2509899942565218,-832800000,568000000,1.2278797996661102
BAC,Bank of America Corporation,0.1193750290846479,0.02326984725627,0.0343432349748347,0.0483870967741935,0.0454545454545454,192434000000,27132000000,31443000000,389383361500,14.36,3.66,0.099242525050402,-483943000000,-1498412000000,13.537551727174009
CHDN,Churchill Downs Incorporated,0.1107364829183084,0.0227653965971722,0.0619653869106823,0.0324324324324325,0.0364963503649633,2734300000,426800000,1067700000,7042602942,18.36,5.5,0.3811144193960017,-4250700000,-310300000,4.611215128253136
FLT,"FLEETCOR Technologies, Inc.",0.0577132031426511,0.0222591125278799,0.054243922046188,0.063338301043219,0.0583333333333334,3974589000,1003746000,2119258000,21790322736,22.974242424242423,13.2,0.3091207688267995,-3021363000,1119474000,1.9288310409479053
CPAY,"Corpay, Inc.",0.0577132031426511,0.0222591125278799,0.0542369576204746,0.063338301043219,0.0583333333333334,3974589000,1003746000,2119244000,20081318238,19.33,14.71,0.3089318346319616,-3996589000,1119474000,2.6666680169122765
FCX,Freeport-McMoRan Inc.,0.1071475756374686,0.022258414766558,0.1022237745954127,0.0198520825223823,0.018409714061888,25140000000,1883000000,9467000000,59397975924,28.93,1.43,0.4378481749397189,9279000000,8038000000,-0.4096586997147634
DRI,"Darden Restaurants, Inc.",0.060289727831431,0.021409108602569,0.0580231642865174,0.042007001166861,0.0411280846063454,12076700000,1049600000,1881800000,21633280618,19.81,9.33,0.4994325146411222,-4837300000,-1414000000,3.097816457345354
FI,"Fiserv, Inc.",0.0713874194731053,0.0205345501955671,0.1017075906768041,0.0776892430278885,0.0803212851405621,20456000000,3131000000,8839000000,68041558341,20.97,5.97,0.1276081497007118,-23680000000,2156000000,3.101419660141966
BJ,"BJ's Wholesale Club Holdings, Inc.",0.0266975463436783,0.0203841211591225,0.0063619890889986,0.0253807106598985,0.0309278350515464,20501804000,534417000,1032464000,12093892105,21.05,4.36,0.3014896285355371,-2307376000,-505278000,2.351494849479862
SAIA,"Saia, Inc.",0.1137076586545652,0.0203124075331753,0.0732481273364864,0.018018018018018,0.0196078431372548,3209074000,362065000,695043000,7728435400,26.79,10.83,0.124223195486367,-335520000,148341000,0.677644728062059
DGX,Quest Diagnostics Incorporated,0.0670125378296584,0.0199063231850117,0.0935334872979214,0.0276679841897233,0.0226063829787235,9872000000,871000000,1894000000,20358556520,21.41,8.51,0.1374809349838612,-4557000000,273000000,2.782974742750234
CHX,ChampionX Corporation,-0.0330741282260392,0.0191829123148696,0.0439434716607632,0.0499999999999999,0.0509554140127387,3633983000,320266000,750967000,4940988764,17.09271523178808,1.51,0.1601283036636573,214002000,983893000,0.1792406315080796
CXW,"CoreCivic, Inc.",0.0342770221998434,0.0189081225033288,-0.0294158372706425,0.0508474576271186,0.0508474576271186,1961646000,68868000,287389000,2010585823,19.98,0.94,0.070260634758269,-706730000,183456000,2.7387189989813785
FCN,"FTI Consulting, Inc.",0.0600159003015554,0.0189019687731909,-0.033617347570559,-0.0172839506172839,0.0129701686121919,3698652000,280088000,405815000,5107094548,20.21,7.81,0.1320762959660756,-493890000,689541000,1.446697234209494
AIT,"Applied Industrial Technologies, Inc.",0.0187565047687126,0.0187317568863703,0.0151183479619213,0.0280561122244488,0.0295015259409968,4563424000,392988000,579661000,9966217521,25.75,10.11,0.2177945824021591,281315000,1221322000,0.3171654276695931
UBSI,"United Bankshares, Inc.",0.0600824148870065,0.0182439607657931,-0.0245137201665191,0.014705882352941,0.0110294117647058,1620707000,372996000,474975000,5160208443,12.83,2.84,0.0814820469129357,2806506000,5373682000,-3.162879226095052
HRB,"H&R Block, Inc.",0.0417267370698716,0.0175637517490681,0.0136598746244235,0.0813397129186602,0.0655339805825241,3760995000,605773000,976343000,6993174159,11.81,4.42,-1.8022695982869048,-443122000,-136062000,1.0672181804959937
ORLY,"O'Reilly Automotive, Inc.",0.0566794099511454,0.017088265864251,0.0315380064439594,0.0553579712385958,0.0074349442379182,16708479000,2386680000,3729504000,82533303190,33.66,2.89,-2.046656251190793,-6634409000,-2112784000,2.1110791477333013
PZZA,"Papa John's International, Inc.",-0.0357379479358883,0.0169066237910789,0.0640267287828521,0.0240963855421685,0.0241935483870967,2059387000,83486000,226111000,1811841772,24.26,2.28,-0.1758545411117011,-875474000,-53934000,4.335251631482385
FULT,Fulton Financial Corporation,0.1997123086332728,0.0156993105389053,0.0521403122707743,-0.042168674698795,-0.0426829268292682,1800665000,288743000,401623000,3281514080,9.43,1.91,0.0996589345424221,-857335000,-22261051000,2.1910894366352585
HRL,Hormel Foods Corporation,-0.0156245122836397,0.0144485944564576,0.0252942690747919,0.0137931034482758,0.0137931034482758,11920797000,805038000,1374084000,13102739388,17.39,1.37,0.0939131074428095,-1629980000,1976959000,1.73117816202124
CDNS,"Cadence Design Systems, Inc.",0.1347872584404934,0.0137733108964754,0.1386606861066745,0.0077720207253886,0.0078534031413613,4641264000,1055484000,1666833000,94036299000,93.27,3.7,0.2128215302535354,1929707000,2725978000,-0.2040687380457503
BLD,TopBuild Corp.,0.0260090392234845,0.0135904690893343,0.0207129891817323,0.0498971193415637,0.049663735126746,5329803000,622602000,1054371000,12718188835,22.29,20.28,0.277022974031994,-445023000,1303799000,1.220459536368889
CSCO,"Cisco Systems, Inc.",0.0529896102447818,0.0128875968992248,0.0071124658665142,0.0313725490196078,0.0275590551181101,56654000000,10453000000,15859000000,279214300790,27.7,2.55,0.2277528120489146,-6882000000,-78000000,1.2718330285642223
JXN,Jackson Financial Inc.,-0.0212092434314656,0.012847965738758,0,0.1565059144676979,0.1812267657992566,3092000000,946000000,1022000000,6917086195,763.92,0.13,0.0030157842255028,7410000000,31858000000,-5.885906040268456
EMN,Eastman Chemical Company,0.0191345944770602,0.0123042505592841,-0.0038738240177089,0.0278514588859416,0.0240320427236314,9374000000,905000000,1800000000,7199992232,8.82,7.11,0.1438264402091706,-4297000000,1634000000,2.731126596980256
DOLE,Dole plc,0.0279038837791567,0.0116876103270112,0.0498813930185476,-0.1428571428571428,-0.1437908496732026,8475343000,125513000,410722000,1225522920,10.82,1.19,0.0178833557730627,-1064742000,435220000,3.1972744771091888
WMG,Warner Music Group Corp.,0.0644359781348351,0.0116279069767441,0.0064695009242144,-0.0238095238095238,0,6426000000,435000000,1089000000,17107952516,57.58,0.57,0.5353762956286615,-3700000000,-1372000000,4.310853530031612
IQV,IQVIA Holdings Inc.,0.0280966364121729,0.0110456553755522,0.0605036855036855,0.0243572395128552,0.027434842249657,15405000000,1373000000,3453000000,37488400000,31.91,6.91,0.1996046633587478,-11651000000,-1227000000,4.079128097939684
HON,Honeywell International Inc.,0.0504543345976478,0.0083068221986567,0.0554945054945054,0.0269636576787808,0.0283353010625738,38496000000,5705000000,9605000000,137226637580,22.78,9.49,0.3555155962238431,-17943000000,8108000000,2.3327849816140893
WD,"Walker & Dunlop, Inc.",0.0740203330677895,0.0075449202194547,0.015746818449417,-0.003125,0.0031446540880502,1132490000,108167000,369226000,2921767560,26.47,3.24,0.0631445348973931,-1955031000,-1391533000,4.389654800944983
CHKP,Check Point Software Technologies Ltd.,0.0622437569884457,0.0064262763298821,0.0319648093841642,0.0639777468706536,0.0507042253521127,2565000000,845700000,1055700000,20845172544,25.07,7.66,0.3064287180952211,1761600000,336900000,-0.6200081086559903
INGR,Ingredion Incorporated,-0.0894607843137254,0.0062208398133748,0.0102389078498293,0.0143737166324435,0.0114583333333334,7430000000,647000000,1184000000,7581046727,11.54,10.24,0.1675859931825224,-123000000,2253000000,0.7736006683375104
SCVL,"Shoe Carnival, Inc.",0.022964038908666,0.0056988602279544,0.0291416432404804,0.0111524163568774,0,1202885000,73766000,128865000,527742629,8.49,2.27,0.0957865787632837,-259188000,417605000,2.641049103182977
DTE,DTE Energy Company,-0.0225970969007453,0.0050107372942018,0.0227100681302043,0.0014771048744461,0.0014792899408283,12457000000,1404000000,4053000000,29444253978,20.41,6.95,0.1229812076533003,-24048000000,-240000000,5.748497234912239
CBOE,"Cboe Global Markets, Inc.",0.0850669140055651,0.0045967953769372,0.0002365930599369,0.0209497206703909,0.0224403927068723,4094500000,764900000,1268300000,24970893538,28.02,8.52,0.204122668999324,1497700000,1356300000,0.2134317141490742
PNR,Pentair plc,-0.0052868802533804,0.0043359563192548,0.0822769953051643,0.0026525198938991,0,4082800000,625400000,922100000,17971086712,27.92,3.93,0.1785804478844591,-669000000,456900000,1.568049254698639
EQH,"Equitable Holdings, Inc.",0.1813259878419452,0.0038402457757296,0.7980877390326209,0.0945558739255013,0.086206896551724,12437000000,1307000000,3197000000,14641342556,37.89,1.29,0.2293237582286056,133655000000,136755000000,-71.15690488984417
EWBC,"East West Bancorp, Inc.",0.1356077128663842,0.0038108410461598,0.0351632239423864,0.0194410692588092,0.0183374083129584,4481024000,1165586000,1680308000,14129487450,11.98,8.56,0.1556282830091457,6195353000,17493695000,-2.236229842352516
MLI,"Mueller Industries, Inc.",0.1018672093019856,0.0032874603788043,-0.0139913155017954,0.0036968576709795,0.0037735849056604,3768766000,604879000,874005000,11433293445,15.39,6.69,0.2622527227810941,1908645000,1924898000,-1.1475760688664107
DHI,"D.R. Horton, Inc.",0.037816832297436,0.0022546726510314,-0.0053853238218628,0.0366116295764536,0.0376266280752532,36801400000,4756400000,6371800000,47088611406,12.69,12.45,0.1607231385478224,-1855100000,32928900000,0.8774872246036352
RDN,Radian Group Inc.,0.0400592299780426,0.00219028085668,0,0.0393700787401574,0.039787798408488,1290285000,604440000,953779000,4628341740,8.63,3.96,0.1274926750677554,-4357330000,0,4.518370959396185
INDV,Indivior PLC,0.0869167429094236,0,0.224236578821911,0.3698630136986301,0.4184397163120568,1188000000,2000000,84000000,3135465577,31.02,0.81,-0.4834749763928234,334995000,-105000000,-0.5274725274725275
ARCC,Ares Capital Corporation,0.0440097799511002,0,0.0918079096045197,-0.1818181818181818,-0.1604477611940299,1708000000,1522000000,2319000000,14163777874,9.84,2.04,0.1083330237396441,1723000000,720000000,-0.2396782841823056
LUV,Southwest Airlines Co.,0.0533517304817753,0,0.0326223337515683,0,-0.0131578947368421,27483000000,465000000,2469000000,16911044230,51.11,0.63,0.0427150545208644,1472000000,-5599000000,1.0650994575045207
WH,"Wyndham Hotels & Resorts, Inc.",0.0078740157480314,0,0.0189003436426116,0.064327485380117,0.0617647058823529,1408000000,289000000,593000000,5708393026,17.27,4.33,0.5675902602854744,-2760000000,-101000000,4.67687595712098
FRLG,Large Cap Growth Index-Linked ETN due 2028,0,0,0,0,0,45456000000,14276000000,14081000000,0,null,0,0.2491168200716156,-98317000000,96000000,-0.0085767890645939
SYX,Systemax Inc.,0,0,0,0,0,1315900000,61000000,80500000,1334902140,0,0,0.2295821050806311,5500000,206700000,0.5544871794871795
MWR,"Morgan Stanley Capital Trust III, 6 1/4% Capital Securities",0,0,0,0,0,53150000000,13529000000,23106000000,0,0,null,0.186164935353529,37366202000,109130000000,-1.650359168241966
MWO,"Morgan Stanley Capital Trust V, 5 3/4% Capital Securities",0,0,0,0,0,53150000000,13529000000,23106000000,0,0,null,0.1626724923084627,37366202000,109130000000,-1.4430031602470017
CNY,Market Vectors Chinese Renminbi/USD ETN,0,0,0,0,0,53150000000,13529000000,23106000000,7632815,null,0,0.1496098347173842,63019202000,109130000000,-4.267558266854372
MLPY,Morgan Stanley Cushing MLP High Income Index ETN,0,0,0,0,0,53150000000,13529000000,23106000000,0,null,0,0.1496098347173842,63019202000,109130000000,-4.267558266854372
SOJB,The Southern Company JR SUB NT 76,0,0,0,0,0,26724000000,4401000000,7241000000,25026830312,29.81,0.84,0.140532769322219,-54379000000,-14570000000,6.934950736306813
SOLN,Southern Company (The) 2019 Ser,0,0,0,0,0,26724000000,4401000000,7241000000,0,0,0,0.1275091359715389,-70637000000,-3769000000,5.086282538754022
NIMC,NiSource Inc.,0,0,0,0,0,5455100000,760400000,1528800000,10806668054,64.69175859831279,1.541,0.1018831607222373,-16078200000,-1413500000,5.497932116371934
WTRU,"Aqua America, Inc.",0,0,0,0,0,2086113000,595314000,757668000,0,60.57954545454545,0.88,0.1010597950644514,-8250929000,-159385000,5.840073173323846
